year,industry1,industry2,occupation1,retrench
2024,manufacturing,other manufacturing industries,"clerical, sales and services workers",10
2024,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",50
2024,construction,construction,total,460
2024,construction,construction,"professionals, managers, executives and technicians",150
2024,construction,construction,"clerical, sales and services workers",20
2024,construction,construction,"production and transport operators, cleaners and labourers",290
2024,services,wholesale and retail trade,total,2170
2024,services,wholesale and retail trade,"professionals, managers, executives and technicians",1890
2024,services,wholesale and retail trade,"clerical, sales and services workers",200
2024,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",90
2024,services,transportation and storage,total,520
2024,services,transportation and storage,"professionals, managers, executives and technicians",280
2024,services,transportation and storage,"clerical, sales and services workers",60
2024,services,transportation and storage,"production and transport operators, cleaners and labourers",180
2024,services,accommodation and food services,total,180
2024,services,accommodation and food services,"professionals, managers, executives and technicians",50
